nom,ville,nom_normalise,adresse_numero,adresse_voie,code_postal,latitude,longitude,geo_source,geo_precision,nom_osm,is_generic
Centre Beaulieu,Le Mans,,,,72000,48.0137001429453,0.194722481676563,manuel,exact,,
Crafty Pub,Le Mans,,10,Rue de la Barillerie,72000,48.0062700810521,0.197978680647803,manuel,exact,,
Le Poulpe à Vapeur,Le Mans,,114,Rue René Bechepay,72000,47.989811514379,0.197237811402185,manuel,exact,,
Cinéma Zoom,Saint-Calais,,,,72120,47.9206742202678,0.743156395064636,manuel,exact,,
Théâtre Poche,Sablé-sur-Sarthe,,16,Rue Saint-Denis,72300,47.8390305355791,-0.337960932947041,manuel,exact,,
L'Endroit,Le Mans,,42,Rue des Ponts Neufs,72000,48.0065919468485,0.198144095808229,manuel,exact,,
La Fabrique,Le Mans,,5,Bd Anatole France,72000,48.0009847881298,0.188009449277871,manuel,exact,,
Le Bar Aux Maîtres,Le Mans,,14,Rue du Cornet,72000,48.0048830356273,0.195567745869961,manuel,exact,,
Le Celtic,Le Mans,,158,Av. Jean Jaurès,72000,47.9884447366919,0.20751441447789,manuel,exact,,
Le Diabolo Menthe,Le Mans,,7,Place George Washington,72000,47.9959150632849,0.202928418996392,manuel,exact,,
Le Lieu,Mamers,,8,Rue du Dr Godard,72600,48.350680418456,0.36790621713873,manuel,exact,,
Loiseau de la ferme,La Milesse,,,Rue de Sillé,72650,48.0673743222047,0.132140670259795,manuel,exact,,
Macallan,Le Mans,,7,Rue du Port,72000,48.0029922,0.1946912,manuel,exact,,
Salle Printania,La Flèche,,39,Av. de Verdun,72200,47.6970494489012,-0.0896769080479326,manuel,exact,,
Halle Villainoise,Villaines-sous-Lucé,,13,Rue de Saint-Calais,72150,47.8650744101992,0.480538264131675,manuel,exact,,
MJC Hervé Bazin,Le Lude,,2,Rue Emile Crétois,72800,47.6484801620134,0.158462511034299,manuel,exact,,
Salle Besnardeau,Sillé-le-Guillaume,,8,Pl. Paul Brulat,72140,48.1855230948398,-0.127352029762843,manuel,exact,Salle de Spectacles Léon Besnardeau,
La Belinoise,Laigné-Saint-Gervais,,,Rue de la Noé Gourdé,72220,47.8733612848366,0.222308569045622,manuel,exact,,
Théâtre de l'Enfumeraie,Allonnes,,,Rue du Moulin de Chaoue,72700,47.9713823777498,0.16580315432623,manuel,exact,,
Centre Culturel Maurice Termeau,Sillé-le-Guillaume,,34,Rue du Dr Touchard,72140,48.1822659310077,-0.126844128856576,manuel,exact,,
The Hideout,Le Mans,,44,Rue des Ponts Neufs,72000,48.0065143251696,0.19825972584656,manuel,exact,,
Les Frères Mousse,Coulaines,,105 bis,Rue de Champ Fleuri,72190,48.0286652962356,0.200127953281725,manuel,exact,,
Salle Louise Labé,Yvré-l'Évêque,,,Rue Caillaux,72530,48.0158592273545,0.272776517523416,manuel,exact,,
Théâtre du Petit Seux,Coulaines,,7,ue du Petit Seux,72190,48.0331925233783,0.207732754406866,manuel,exact,,
Les Ecuries,Ruaudin,,,,72230,47.9437403542214,0.263764976440939,manuel,exact,,
Cour Ecole Saint-Jacques,La Flèche,,14,Rue Saint-Jacques,72200,47.6997831084578,0.0799778099210132,manuel,exact,,
Elastique à Musique,Le Mans,,14,Rue du Père Mersenne,72200,47.9983803695309,0.194036753045626,manuel,exact,,
Le Café du Jet d’Eau,Le Mans,,,Place du Jet d'eau,72000,48.0085237521972,0.198533248803884,manuel,exact,,
Le Little Café,Le Mans,,11,Rue Victor Bonhommet,72000,48.0051461487827,0.196147786605177,manuel,exact,,
Le Lord's,Le Mans,,,Place des Comtes du Maine,72000,48.0043152116038,0.200469534250929,manuel,exact,,
Centre des Expositions Paul Courboulay,Le Mans,,,Rue Paul Courboulay,72000,48.0057188365268,0.191878372705272,manuel,exact,,
Domaine De Vaujoubert,Rouillon,,,Route de la vove,72700,48.011397935568,0.152049640168064,manuel,exact,,
École Paul Langevin,Allonnes,,92 bis,Bd de Vendée,72700,47.95218921665,0.172780169001864,manuel,exact,,
Le Fer à Cheval,Saint-Pierre-du-Lorouër,,2,Rue de la Fontaine,72150,47.8060300004019,0.522427199752764,manuel,exact,,
Le Chicago,Le Mans,,,Rue de la Galère,72000,48.0056916292848,0.194710410194579,manuel,exact,,
Espace Simone Signoret,Mulsanne,,,,72230,47.9136115991552,0.247859640756426,manuel,exact,,
Les Planches,Courdemanche,,,,72150,47.8149078023106,0.563654522697372,manuel,exact,,
Rey Gin's,Le Mans,,,,72000,48.0029451811097,0.193994529104327,manuel,exact,,
Le Chalet du Lac,Tuffé-Val-de-la-Chéronne,,,Imp. du Plan d'Eau,72160,48.11891621794,0.51150953158186,manuel,exact,,
La Povostière,Saint-Paul-le-Gaultier,,,,72130,48.3169157447125,-0.103904505616599,manuel,exact,,
La Richardière,Lhomme,,,,72340,47.7615377279242,0.547269433718109,manuel,exact,,
Le 80,Le Mans,,80,Rue Nationale,72000,47.9986518012622,0.200072120345295,manuel,exact,,
La P'tite Marie,Le Mans,,77,Bd Lamartine,72000,47.9972115027386,0.189953510330269,manuel,exact,,
Le Clin d'œil,Le Mans,,,Rle des Moulins du Gué de Maulny,72000,47.992086307695,0.190695556736691,manuel,exact,,
Le Capella,La Chapelle-Saint-Aubin,,35 bis,Rue de l'Europe,72650,48.0348321358286,0.160419984611579,manuel,exact,,
Le Jungle Café,Le Mans,,32,Rue du Port,72000,48.0032353350964,0.1948925978648,manuel,exact,,
Le Bohême Café,Beaumont-sur-Sarthe,,5,Rue Louatron,72170,48.0177494426384,0.275206484628433,manuel,exact,,
Chez Clara ,Montaillé,,5,Pl. de l'Église,72120,47.9364490355627,0.700893667985545,manuel,exact,,
Le Corvette's Café,Bonnétable,,,Rue Alexandre Rigot,72110,48.1796243633276,0.42462422511576,manuel,exact,,
Le Cheval Blanc,La Chapelle-Saint-Rémy,,10,Pl. de l'Eglise,72160,48.1073826003536,0.45710621900851,manuel,exact,,
Luna Café,Le Mans,,37,Rue du Dr Leroy,72000,48.0018784568283,0.196692650827742,manuel,exact,,
L’Arc en Ciel,Le Mans,,4,Place du Gue de Maulny,72000,47.9919068666248,0.190569168397699,manuel,exact,,
Le Chiquito,Laigné-Saint-Gervais,,17,Pl. du Mail,72220,47.8776594152157,0.217678533367347,manuel,exact,,
Café du Centre,Domfront-en-Champagne,,16,Pl. de l'Église,72240,48.1050808861334,0.0258188386022106,manuel,exact,,
Le Witch's bar,Souligné-sous-Ballon,,16,Grande Rue,72290,48.1374820785881,0.237344751330225,manuel,exact,,
La Crémaillère,Loué,,1,Rue Marchande,72540,47.994738169518,-0.151920585087215,manuel,exact,,
Le Pub Elysée,Sablé-sur-Sarthe,,13,Pl. Raphaël Elize,72300,47.8399706321966,-0.332987485669836,manuel,exact,,
Le Soleil d'Or,Courceboeufs,,25,rue du Sergent Pitou,72290,48.1373207973111,0.287803274179937,manuel,exact,,
Ferme des Alizées ,Vallon-sur-Gée,,,Mérolles,72540,47.9506993950472,-0.0989350687191966,manuel,exact,,
Le lukel kean,Le Mans,,108,Rue Nationale,72000,47.9979097105601,0.200556904235472,manuel,exact,,
Route des Galopières,Guécélard,,,,72230,47.886977397578,0.131243438713214,manuel,exact,,
Square Pierre Schilte,La Flèche,,,,72200,47.6985076538321,-0.0723295311895066,manuel,exact,,
Le Havre,Le Mans,,17,Bd Robert Jarry,72000,47.9963957589338,0.191990979999283,manuel,exact,,
Manoir de Rousson,Parcé-sur-Sarthe,,,,72300,47.8286171739009,-0.187059071079007,manuel,exact,,
Moulin de la Bruère,La Flèche,,85,Rte du Lude,72200,47.69018068517,-0.0528964530823536,manuel,exact,,
O' Bistrot de So,Rouez,,15,Pl. de l'Église,72140,48.1400214090764,-0.115382403597196,manuel,exact,,
Place George Washington,Le Mans,,,,72000,47.9956578486394,0.202676653905657,manuel,exact,,
Place des Comtes du Maine,Le Mans,,,,72000,48.0047130961731,0.200215794541464,manuel,exact,,
bar Le Corsaire,Le Mans,,46,Rue du Port,72000,48.0028733166134,0.19370985186996,manuel,exact,,
Le Key West,Le Mans,,93,Av. du Général Leclerc,72000,47.9963504395476,0.193444259763443,manuel,exact,,
Centre Social Gisèle Halimi,Allonnes,,59,Av. Charles de Gaulle,72700,47.9674940772231,0.160535454555978,manuel,exact,,
Salle St Christophe,La Chapelle-Saint-Aubin,,163,Rue de l'Europe,72650,48.0397084689154,0.152319963346562,manuel,exact,,
Salle de l'Horloge,Mamers,,1,Pl. de la République,72600,48.3487687456181,0.368484357260763,manuel,exact,,
Le Caliméro,Montbizot,,2,Rue Albert Lucas,72380,48.1459108178359,0.18264169153747,manuel,exact,,
Le Chapeau Rouge,Vibraye,,6,Pl. de l'Hôtel de ville,72320,48.059185223533,0.735502751168211,manuel,exact,,
Le Guest’s,Le Mans,,46,Rue du Dr Leroy,72000,48.0016656567956,0.19687603967241,manuel,exact,,
Le Wiz,Le Mans,,7,Rue Saint-Honoré,72000,48.0074332591191,0.196096922304402,manuel,exact,,
L'Inox,Le Mans,,7,Pl. de l'Éperon,72000,48.0052091572767,0.195138558066885,manuel,exact,,
Le LAUM,Le Mans,,,Av. Olivier Messiaen,72000,48.0164138176962,0.162263209886249,manuel,exact,,
La Faigne,Pontvallain,,,,72510,47.7706799039969,0.206509724474837,manuel,exact,,
Forêt de Bercé rond de la Croix Marconnay,Jupilles,,,Rte Forestière de la Chauvenière,72500,47.8087164916303,0.399261775808783,manuel,exact,,
Galerie K,Le Mans,,,Pl. de la République,72000,48.0041496881024,0.195266227276417,manuel,exact,,
Haras de brassé,Le Grand Lucé,,,Rue de Brassé,72150,47.8813082665906,0.438981125220771,manuel,exact,,
Jardin du Prieuré,Lavaré,,12,Pl. de l'Église,72390,48.0539389855688,0.645611482904781,manuel,exact,,
Jardins de l’Officialité,Le Mans,,24,Allee du Père Basile Moreau,72000,48.009534046892,0.199048166016579,manuel,exact,,
Espace Veron,Cérans-Foulletourte,,,Rue de la République,72330,47.8278997861826,0.0782017672569955,manuel,exact,,
Espace du Pont-Romain,Montfort-le-Gesnois,,,,72450,48.0464425436414,0.419016938724306,manuel,exact,,
Espace du Rôle,Solesmes,,,Rue du Rôle,72300,47.8505152451761,-0.303490462219179,manuel,exact,,
Domaine de l'Oiselière,Mulsanne,,,,72230,47.8997898552888,0.238684336786937,manuel,exact,,
Espace George Sand,La Bazoge,,1,Rue des Hortensias,72650,48.0985780930508,0.153469764102999,manuel,exact,,
Collégiale St,Le Mans,,,,,,,,,,
Concession Harley Davidson,Le Mans,,,,,,,,,,
Cimetière de l’Ouest,Le Mans,,182,Av. François Chancel,72000,48.01895972382,0.192703267558358,manuel,exact,,
Bibovino,Le Mans,,10,Rue du Dr Leroy,72000,48.003076714346,0.19584725758179,manuel,exact,,
l'ile aux sports,Le Mans,,4,Rue Paul Doumer,72000,47.9893328363149,0.23282037589297,manuel,exact,,
Place Carnot,Mamers,,,,72600,48.350584806043,0.369433115782815,manuel,exact,,
place St Damien,Saint-Cosme-en-Vairais,,,,72110,48.2737460239035,0.460104356307247,manuel,exact,,
Arche de la Nature - Maison de la Prairie,Yvré-l'Évêque,,,,72530,47.997929033271,0.25613219639293,manuel,exact,,
Centre Culturel Athéna,La Ferté-Bernard,,,Av. du Général de Gaulle,72400,48.1827124401152,0.649546850769337,manuel,exact,,
Église Saint-Liboire,Le Mans,,157,Av. Rhin et Danube,72000,48.0175823181417,0.185024495983614,manuel,exact,,
Service Jeunesse,Le Mans,,13,Rue de l'Étoile,72000,48.0055495529776,0.199423580563275,manuel,exact,,
